label	question	lang
LOC:country	Tell me about Germany	en
LOC:country	What is the capital of Hungary?	en
NUM:dist	What is the distance across Australia?	en
LOC:water	What is the Dead Sea?	en
ENTY:dismed	What is insulin used for?	en
NUM:volsize	How large is the Red Sea?	en
DESC:def	What is a metaphor?	en
ENTY:letter	How many letters does the Hungarian alphabet have?	en
DESC:def	How does non-standard language differ?	en
ENTY:currency	What is the symbol for shekel?	en
ENTY:techmeth	What is the most efficient way to start a barbeque	en
NUM:money	How much does a new railroad coal car cost	en
LOC:state	What is a province?	en
NUM:date	When was the DNA invented?	en
ENTY:product	What is the most expensive car in the world	en
ABBR:abb	What is the acronym for Federal Bureau of Investigation?	en
ENTY:food	What is hamburger made from?	en
ENTY:substance	What are the properties of aluminum?	en
ABBR:exp	UNESCO expands to United Nations Educational, Scientific and Cultural Organization?	en
LOC:landmass	Which continent is the Sahara Desert on?	en
ENTY:plant	What plant is rum made from	en
LOC:city	What is the capital of Seattle	en
NUM:money	What is the price of gold per ounce?	en
NUM:count	How many districts does London have?	en
ENTY:body	What are receptors?	en
ENTY:product	What is a monitor?	en
DESC:def	What is spatial deixis?	en
ENTY:substance	What molecules include fluorine, sodium and magnesium	en
ENTY:dismed	What is the fear of cockroaches called	en
NUM:other	How often does Old Faithful erupt at Yellowstone National Park	en
DESC:reason	What problems contributed to the high failure rate of Plains farmers in the 1800s	en
ABBR:abb	Explain the acronym LED	en
ENTY:veh	What is the thermal efficiency of diesel engines?	en
DESC:manner	In what manner do architects blueprint?	en
LOC:country	What two countries in South America are landlocked	en
ENTY:word	What is a word that means difficult?	en
DESC:desc	How would you characterize this?	en
HUM:ind	Rotary engines used to be made by whom	en
ABBR:abb	What does CFO stand for?	en
LOC:country	What three European countries begin with the letter A	en
ABBR:exp	GPU is short for what exactly?	en
DESC:def	What does the name Shawn mean	en
DESC:desc	What is the origin of thank you notes	en
ENTY:word	How many syllables does comfortable have?	en
ABBR:abb	What does CIA stand for?	en
DESC:def	How would you define analogy?	en
ENTY:religion	What do Buddhism followers believe?	en
DESC:desc	How is luxury described sumptously?	en
ENTY:animal	What makes lactation important?	en
ENTY:color	How is yellow formed?	en
ABBR:abb	What is the shorthand for Secure Shell?	en
ENTY:food	What is egg?	en
LOC:water	What river runs through Liverpool	en
ENTY:religion	What is Confucianism based on?	en
DESC:def	What are equity securities	en
DESC:reason	Why is poop sometimes different colors	en
ENTY:body	What digestive organ concentrates the bile into the form thats best used for digestion	en
LOC:landmass	What continent has the most people?	en
NUM:weight	How much does a laptop computer weigh?	en
ENTY:veh	What is the maximum speed of an autonomous vehicle?	en
ENTY:symbol	What symbol denotes female?	en
ABBR:abb	What does RF transmit?	en
ENTY:color	How are colors mixed in painting?	en
HUM:ind	What is the most common name	en
HUM:ind	Who is the author of the book, The Iron Lady A Biography of Margaret Thatcher	en
HUM:title	what are the army highest ranking officers called	en
DESC:def	What is a compound word?	en
ENTY:symbol	How is the * symbol used?	en
ENTY:body	How do ovaries produce?	en
ENTY:religion	What is Spiritualism?	en
ABBR:exp	Write out TLS in full	en
LOC:mount	What Rocky Mountain ridge separates North Americas eastward and westward-flowing rivers	en
ENTY:veh	How does an airplane fly?	en
LOC:state	What is Michigan known for?	en
LOC:mount	What is the worlds highest peak	en
NUM:other	What is the weight of a human brain?	en
NUM:count	What is the number of oceans?	en
NUM:weight	How much do all the insects on Earth weigh combined?	en
ENTY:color	What is a common beige item?	en
DESC:reason	Why is the universe flat, if it started by an explosion, shouldn t it be a sphere	en
NUM:perc	What percentage of the human body is water in infants?	en
ENTY:plant	What is a violet?	en
ENTY:lang	How is Italian spoken?	en
DESC:def	How do moods work?	en
ENTY:color	What is color blocking?	en
NUM:dist	How far is London from Rome?	en
ABBR:abb	What does HTTP stand for?	en
ENTY:instru	What is a saw used for?	en
LOC:water	Where is the Tigris-Euphrates?	en
DESC:manner	How can I find out what year a Beanie Baby was introduced	en
ENTY:other	What are the components of polyester	en
DESC:def	How does acronymy form?	en
ABBR:exp	What does SSD stand for?	en
ENTY:word	What is the plural of the word alumni?	en
ENTY:veh	What is a cargo plane?	en
ENTY:religion	what religion do the jews practice	en
NUM:dist	What is the distance across the Grand Canyon?	en
ENTY:religion	What is the primary religion in Indonesia?	en
HUM:gr	What company makes impulse hardening equipment	en
LOC:water	What is the Pacific Ocean?	en
LOC:water	On what river is Rome built	en
NUM:count	How many different countries export coffee	en
ABBR:abb	What does FBI mean?	en
HUM:ind	Tell me about Mahatma Gandhi	en
NUM:date	What time of year is air travel the heaviest	en
NUM:other	What is the largest library in the world?	en
ENTY:product	What is a laptop made of?	en
DESC:manner	How do you get dates with the Hooters girls	en
ENTY:instru	What is a accordion used for?	en
LOC:water	What connects to the Mississippi River?	en
DESC:def	What is standard language?	en
ENTY:techmeth	How does clustering algorithm work?	en
NUM:ord	What is the eleventh letter of the alphabet?	en
ABBR:abb	What does GIF stand for?	en
NUM:weight	What is the weight of a human skin?	en
ABBR:abb	What is the shorthand for Customer Relationship Management?	en
ENTY:food	Where does spinach come from?	en
HUM:ind	Who was the first man to return to space	en
LOC:country	What country borders the most others	en
DESC:manner	How do you fix squeaky floors	en
ENTY:plant	What is a pine?	en
LOC:landmass	How are beaches created?	en
HUM:ind	What is the name of the inventor of silly putty	en
ENTY:event	What happened during Coachella?	en
NUM:count	What is the number of organs in the body?	en
LOC:city	What town was the setting for The Music Man	en
HUM:ind	Who was the first vice president of the U.S.	en
HUM:desc	What does a geologist do?	en
LOC:other	Where did Bill Gates go to college	en
NUM:period	What is the average lifespan of a bear?	en
LOC:state	What is Illinois known for?	en
DESC:desc	How is literature described narratively?	en
HUM:ind	How does a diplomat contribute?	en
ENTY:religion	How is Buddhism meditated?	en
LOC:country	What is the capital of Portugal?	en
NUM:dist	What is the wingspan of a condor	en
NUM:speed	What is the speed of the fastest fish?	en
NUM:ord	What is the fourteenth planet?	en
DESC:manner	How do you write a letter?	en
LOC:city	What is Californias capital	en
NUM:weight	What is the mass of 500 m of copper wire with a diameter of 1 mm	en
NUM:perc	What percentage is the markup?	en
NUM:speed	What is the speed of a bullet train on Japanese rail lines?	en
ENTY:termeq	What is another word for till?	en
ENTY:termeq	How are concepts categorized?	en
HUM:ind	How are architects?	en
LOC:country	What continent is Portugal in?	en
ENTY:body	What is the function of white blood cells?	en
DESC:reason	What causes inflammation?	en
DESC:manner	How can you contact play producers and promoters on-line	en
ENTY:other	In what deodorant commercial did tenants have adjoining medicine cabinets	en
ENTY:techmeth	What is the best way to travel in Japan	en
NUM:weight	How much does a hardcover book weigh?	en
ENTY:event	How are exhibitions organized?	en
NUM:count	How many innings are there in a regulation softball game	en
ENTY:food	What foods contain the most protein	en
DESC:manner	How do embroiderers stitch?	en
DESC:reason	Why do some people have two different color eyes	en
ENTY:symbol	What is the % symbol?	en
NUM:dist	How far is Moscow from St. Petersburg?	en
ENTY:symbol	What does the moon represent?	en
NUM:period	How many days is menstrual cycle?	en
NUM:temp	What is the temperature of the Suns corona?	en
NUM:count	How many colors are there in a rainbow	en
ENTY:word	How many letters does the word pseudopseudohypoparathyroidism have?	en
NUM:volsize	how big was the roman empire	en
NUM:dist	How far is New York from Madrid?	en
DESC:manner	How did the U.S. come into the possession of an empire in the wake of the Spanish-American War	en
NUM:temp	What is the temperature for baking Peachy Oat Muffins	en
ENTY:food	Where does banana come from?	en
ENTY:veh	What is a mechanical lift?	en
ENTY:religion	What is Channeling in spirituality?	en
LOC:state	What is the capital of Oklahoma?	en
DESC:def	How do relative clauses modify?	en
NUM:other	What is the chemical reactivity of helium	en
ENTY:color	What is color stability?	en
LOC:city	What two cities usually mark the extremes of English Channel swims	en
ENTY:currency	Which country uses the peso?	en
NUM:date	When was Queen Victoria born	en
NUM:period	How long is the typical duration of a dental cleaning?	en
ENTY:letter	What letter comes first?	en
ABBR:abb	What is the acronym for Megabyte?	en
ABBR:abb	What does the number 5 stand for on FUBU clothing	en
ENTY:veh	What is a jet ski used for?	en
ENTY:substance	What does saliva consist of	en
DESC:desc	What makes color descriptions evocative?	en
DESC:reason	Why do tundras freeze?	en
LOC:mount	Which volcano has the world’s largest rise from base to peak	en
NUM:date	When was the signing of the Magna Carta?	en
DESC:manner	How was the element calcium named	en
NUM:perc	What percentage of the population is ambidextrous?	en
HUM:title	What is a Cardinal?	en
NUM:count	How many people live in the Falklands	en
ENTY:color	What color is a violet?	en
HUM:gr	What do we call theists?	en
DESC:reason	What is D.B. Cooper known for	en
ENTY:techmeth	What interesting method was used to run the credits in the early Popeye cartoons	en
ABBR:exp	What does HTTP expand to?	en
ENTY:veh	What is the payload capacity of a Chevrolet Silverado?	en
DESC:def	What is a clause?	en
LOC:country	What two countries are separated by the Bering Strait	en
LOC:landmass	What is Europe?	en
DESC:desc	Describe the Eiffel Tower	en
HUM:title	Who holds the title of Admiral?	en
ABBR:abb	LED abbreviates what?	en
NUM:temp	What is the temperature on Venus?	en
NUM:dist	How far is London from Cairo?	en
ENTY:color	What color are seven of every 10 houses in the U.S.	en
ENTY:event	What feud ended with a marriage in Kentucky on March 21, 1891	en
DESC:reason	What is the causal explanation?	en
ENTY:letter	What is the rarest letter in Scrabble?	en
HUM:ind	Who is the mayor of Marbella	en
ENTY:dismed	What is a fear of weakness	en
DESC:manner	How does it make its colors	en
DESC:def	What is supernova	en
DESC:manner	What is the way to change a tire?	en
ENTY:symbol	What is the ♥ symbol used for?	en
NUM:dist	What is the length of the coastline of the state of Alaska	en
ENTY:instru	What is a Banjo?	en
NUM:count	How many cables support the main span of the Golden Gate Bridge	en
ENTY:animal	What animal has killed the most people	en
LOC:city	What is the capital of Italy	en
HUM:desc	Who is Stephen Hawking	en
NUM:dist	How far is Tokyo from Mumbai?	en
NUM:dist	tell me the radius of the proton	en
ENTY:lang	Where is French spoken?	en
ENTY:symbol	what does the an umbrella with rain falling on it symbol look like	en
LOC:city	What New Hampshire hamlet rises early to vote first in U.S. presidential elections	en
ENTY:dismed	What is dengue fever?	en
ABBR:abb	Explain the acronym GPU	en
ENTY:color	What is pink?	en
ENTY:animal	What is Californias state bird	en
ENTY:substance	What organic fuel do bog-dwellers use a slane to cut	en
LOC:state	What state full of milk and honey was the destination in The Grapes of Wrath	en
ENTY:color	Self-luminous colors appear to glow even though no light is emitted. An example isself-luminous red which may be seen by staring at green and then looking at white. Do you know any other Self-luminous color	en
ENTY:letter	What letter appears most in English?	en
NUM:volsize	How big is a quart	en
NUM:other	How many countries have coastlines?	en
ENTY:word	What English word comes from the Old French covrefeu, meaning cover fire	en
ENTY:body	What are the largest salivary glands	en
ENTY:plant	Where do seaweeds grow?	en
LOC:water	Where is Lake Victoria?	en
ABBR:abb	What does LTR indicate?	en
ENTY:food	What do penguins eat	en
HUM:ind	Who created Big Ben	en
ENTY:body	What are the gonads?	en
ENTY:cremat	What TV station did Mary Richards work for	en
ENTY:lang	What is Spanish?	en
ABBR:exp	What does GMB expand to?	en
ENTY:veh	What is a trolley?	en
ENTY:food	What is yogurt made from?	en
LOC:city	Where is Madrid?	en
DESC:reason	Why were the American soldiers in WWI called Doughboys	en
ENTY:event	What are some of the significant historical events of the 1990s	en
ENTY:lang	What is Vietnamese known for?	en
ABBR:exp	What does UV expand to?	en
ENTY:body	Where is the vein?	en
ENTY:other	What did Dan Aykroyd and John Belushi quit Saturday Night Live to become	en
LOC:landmass	What continent has the Amazon rainforest?	en
HUM:title	What did the Seven Dwarfs do for a living	en
NUM:volsize	What is the volume of a human stomach?	en
HUM:title	What is a Marshal?	en
ENTY:instru	How many keys does a standard piano have?	en
ENTY:plant	What are two plants that clothes are made from	en
HUM:gr	What is a council?	en
LOC:state	What is the capital of Utah?	en
ENTY:plant	Where do corns grow?	en
NUM:period	What is the standard duration of a parking meter?	en
ENTY:plant	What is rice?	en
