label	question	answer	lang
ABBR:abb	Could you please provide the official acronym used to designate the National Institute of Standards and Technology?	NIST	en
NUM:temp	Could you please provide the surface temperature of a typical white dwarf star?	10,000 Kelvin.	en
NUM:temp	Could you please provide the surface temperature of a typical white dwarf?	10,000 Kelvin.	en
NUM:temp	Could you please provide the surface temperature of a white dwarf star?	10,000 Kelvin.	en
ENTY:cremat	Could you please provide the title of the novel often considered the first modern work?	Don Quixote.	en
NUM:money	Could you please provide the total cost of the Apollo 11 moon mission?	5.4 billion.	en
NUM:money	Could you please provide the total cost of the Apollo space program?	5.4 billion.	en
NUM:count	Could you please provide the total number of amendments in the US Constitution?	27.	en
NUM:count	Could you please provide the total number of bones in a newborn baby?	270.	en
NUM:volsize	Could you please provide the total volume of all water in the Earth's oceans?	1.33 billion cubic km.	en
NUM:volsize	Could you please provide the total volume of all water in the oceans?	1.3 billion cubic km.	en
ABBR:abb	Could you please tell me the official acronym used for the National Institute of Standards and Technology?	NIST	en
BOOL:yesno	Could you please verify if the state of Alaska was purchased from the Russian Empire?	Yes.	en
BOOL:yesno	Could you tell me if the human body contains more bacteria than human cells?	Yes.	en
BOOL:yesno	Could you tell me if the Moon has its own atmosphere?	No.	en
LOC:country	Country at Africa's southern tip?	South Africa.	en
HUM:title	Court order?	Bailiff.	en
ABBR:abb	CPU shorthand?	CPU	en
ABBR:exp	CPU stands for what?	Central Processing Unit	en
ABBR:exp	CPU stands for?	Central Processing Unit	en
ENTY:techmeth	CRISPR gene editing is a breakthrough in biology; provide the name of the specific enzyme involved.	Cas9.	en
ENTY:techmeth	CRISPR gene editing is a breakthrough; name the specific enzyme.	Cas9.	en
ENTY:symbol	Cross sign?	The Christian cross.	en
NUM:volsize	Cup volume?	250 milliliters.	en
ENTY:currency	Currency in Brazil?	The Real.	en
ENTY:currency	Currency in Mexico?	The Peso.	en
ENTY:food	Curry spice?	Turmeric.	en
ENTY:letter	Cyrillic Sha?	Ш.	en
ENTY:cremat	Dali painting?	The Persistence of Memory.	en
NUM:period	Day hours?	24 hours.	en
NUM:count	Days in week?	Seven.	en
NUM:count	Days in year?	365.	en
LOC:water	Dead Sea where?	The Dead Sea.	en
HUM:title	Dean academic?	Dean.	en
ENTY:veh	Deep sea ship?	A Bathyscaphe.	en
LOC:other	Deepest trench?	The Challenger Deep in the Mariana Trench.	en
DESC:def	Define capitalism.	An economic system based on private ownership and free markets.	en
DESC:def	Define democracy.	A government system where people hold power.	en
DESC:def	Define photosynthesis.	Process plants use to make food from light.	en
DESC:def	Define the biological concept of 'natural selection' as proposed by Charles Darwin.	The process whereby organisms better adapted to their environment tend to survive and produce more offspring.	en
DESC:def	Define the biological concept of 'natural selection'.	Survival of the fittest organisms in a habitat.	en
DESC:def	Define the term 'plate tectonics' within the academic study of geology.	The scientific theory that the Earth's lithosphere is divided into several moving plates.	en
DESC:def	Define the term 'plate tectonics' within the study of geology.	Theory that Earth's outer shell is moving plates.	en
LOC:mount	Denali state?	Alaska.	en
NUM:dist	Depth of the ocean?	11,000 meters.	en
ENTY:techmeth	Desalination?	Reverse osmosis.	en
ENTY:termeq	Describe another term used for the weather event called a 'twister'.	Tornado.	en
ENTY:termeq	Describe another term used for the weather phenomenon called a 'twister'.	Tornado.	en
DESC:manner	Describe how to correctly format a formal business email.	Professional greeting and clear subject line.	en
DESC:manner	Describe how to prepare for a successful job interview.	Practicing common questions and dressing well.	en
DESC:manner	Describe how to prepare for a successful long-distance hike.	Pack essential gear, plan the route, and build stamina.	en
DESC:manner	Describe how to properly maintain a residential swimming pool.	Test chemical levels and clean the filtration system.	en
BOOL:yesno	Describe if the process of cloning has been used on mammals.	Yes.	en
BOOL:yesno	Describe if the process of nuclear fusion has been achieved for energy production yet.	No.	en
ENTY:symbol	Describe the 'Eye of Providence'.	An eye inside a triangle.	en
ENTY:event	Describe the 1773 event in Boston where tea was destroyed.	The Boston Tea Party.	en
ENTY:event	Describe the 1906 natural disaster in the city of San Francisco.	The 1906 earthquake.	en
ENTY:event	Describe the 1917 revolution that led to the Soviet Union.	The Russian Revolution.	en
ENTY:event	Describe the 1929 event that started the Great Depression.	The Wall Street Crash.	en
ENTY:event	Describe the 1937 fire of a famous German airship in New Jersey.	The Hindenburg disaster.	en
ENTY:event	Describe the 1986 disaster in the Soviet Union.	The Chernobyl disaster.	en
ENTY:event	Describe the 1986 disaster that occurred in the Soviet Union.	The Chernobyl disaster.	en
ENTY:event	Describe the 1986 nuclear accident that occurred in the Soviet Union.	The Chernobyl disaster.	en
ENTY:event	Describe the 1989 event that signaled the fall of communism in Europe.	The fall of the Berlin Wall.	en
ENTY:product	Describe the acoustic and the physical properties of a Gibson Les Paul electric guitar.	The Gibson Les Paul.	en
HUM:title	Describe the administrative title of the officer who maintains order in a modern court of law.	Bailiff.	en
ENTY:veh	Describe the aircraft that can take off and land vertically like a bird.	A VTOL aircraft.	en
ENTY:substance	Describe the alloy that is a mixture of copper and zinc.	Brass.	en
ENTY:symbol	Describe the ancient Chinese symbol that represents the balance of opposites.	The Yin and Yang.	en
HUM:gr	Describe the ancient civilization that built the Great Pyramids.	The Egyptians.	en
HUM:ind	Describe the ancient Greek philosopher who was the teacher of Alexander.	Aristotle.	en
ENTY:animal	Describe the animal that is known as the 'ghost of the mountains' in Asia.	The Snow Leopard.	en
ENTY:animal	Describe the animal that is the primary predator of the African savanna plains.	The Lion.	en
ENTY:color	Describe the appearance and naming of the color 'International Orange'.	Orange.	en
DESC:desc	Describe the appearance and the ecological importance of a high-altitude alpine meadow.	Open grass and flowers that support unique species.	en
DESC:desc	Describe the appearance and the ecological importance of a mangrove forest.	Tangled roots that protect tropical coasts.	en
DESC:desc	Describe the appearance and the style of a modern glass skyscraper.	Sleek, reflective surfaces and soaring height.	en
DESC:desc	Describe the appearance and the style of medieval Gothic architecture.	Tall spires, stained glass, and arches.	en
ENTY:letter	Describe the appearance of the Arabic letter known as 'Ain'.	ﻌ.	en
ENTY:color	Describe the appearance of the color 'mauve'.	Pale purple.	en
ENTY:color	Describe the appearance of the color known as 'mauve'.	Pale purple.	en
ENTY:symbol	Describe the appearance of the symbol known as the 'Eye of Providence' in art.	An eye inside a triangle.	en
ENTY:symbol	Describe the appearance of the symbol known as the 'Eye of Providence'.	An eye inside a triangle.	en
ENTY:symbol	Describe the appearance of the symbol used for the Bluetooth wireless technology standard today.	A runic H and B.	en
ENTY:plant	Describe the aquatic plant that is sacred in many religions and grows in mud.	The Lotus.	en
ENTY:plant	Describe the aquatic plant that is sacred in many religions and grows in muddy water.	The Lotus.	en
NUM:dist	Describe the average depth of the Atlantic Ocean in meters.	3,646 meters.	en
NUM:temp	Describe the average temperature of an active basaltic lava flow today.	1,100 degrees.	en
LOC:water	Describe the body of water that separates the UK from mainland Europe.	The English Channel.	en
ENTY:religion	Describe the branch of Buddhism that is primarily practiced in Tibet and the Himalayas.	Vajrayana Buddhism.	en
ENTY:religion	Describe the branch of Christianity that is led by the Pope in Rome.	Roman Catholicism.	en
ENTY:religion	Describe the branch of Judaism that emphasizes strict adherence to traditional laws.	Orthodox Judaism.	en
ENTY:religion	Describe the branch of Judaism that emphasizes strict adherence to traditional Mosaic laws.	Orthodox Judaism.	en
ENTY:termeq	Describe the British English term for what Americans call a 'sidewalk'.	Pavement.	en
DESC:reason	Describe the causes of the Great Depression in the US.	The 1929 stock market crash and bank runs.	en
DESC:reason	Describe the causes of the Great Depression that began in 1929.	Stock market crash, bank failures, and reduction in purchasing.	en
DESC:reason	Describe the causes of volcanic eruptions in the Ring of Fire.	Subduction of tectonic plates creating pressure and molten rock.	en
LOC:city	Describe the city in Brazil that is famous for its carnival celebration.	Rio de Janeiro.	en
LOC:city	Describe the city in Italy that is famous for its many canals and lack of cars.	Venice.	en
LOC:city	Describe the city in Italy that is famous for its many canals.	Venice.	en
LOC:city	Describe the city in South Africa that is located at the foot of Table Mountain.	Cape Town.	en
LOC:city	Describe the city that is located on two separate continents simultaneously.	Istanbul.	en
LOC:city	Describe the city that is located on two separate continents.	Istanbul.	en
ENTY:body	Describe the cluster of nerves located at the base of the brain.	The brainstem.	en
ENTY:color	Describe the color of a field of blooming lavender.	Purple.	en
ENTY:color	Describe the color of a fully ripe banana fruit.	Yellow.	en
ENTY:color	Describe the color of a fully ripe banana.	Yellow.	en
ENTY:color	Describe the color of a standard basketball.	Orange.	en
ENTY:color	Describe the color of a standard caution road sign in the US.	Yellow.	en
ENTY:color	Describe the color of a standard caution road sign.	Yellow.	en
ENTY:color	Describe the color of a standard stop sign on the road.	Red.	en
ENTY:color	Describe the color of raw copper metal.	Reddish-brown.	en
ENTY:color	Describe the color of raw untarnished copper metal.	Reddish-brown.	en
ENTY:color	Describe the color of the bark of a birch tree.	White.	en
ENTY:color	Describe the color of the bark of a white birch tree.	White.	en
ENTY:color	Describe the color of the planet Mars seen from space.	Reddish-orange.	en
DESC:def	Describe the concept of 'existentialism' as a philosophical movement and the search for individual meaning.	The belief in individual freedom and responsibility.	en
DESC:def	Describe the concept of 'existentialism' as a philosophical movement, identifying the core beliefs regarding individual freedom and the search for meaning.	A philosophical theory or approach which emphasizes the existence of the individual person as a free and responsible agent determining their own development through acts of the will.	en
DESC:def	Describe the concept of 'quantum entanglement' in a simple way for a student.	A physical phenomenon where particles remain connected so that actions on one affect the other.	en
DESC:def	Describe the concept of 'quantum entanglement' simply.	Particles remaining connected over any distance.	en
ENTY:word	Describe the correct grammatical usage of the pronoun 'whom'.	Objective case.	en
ENTY:word	Describe the correct grammatical usage of the relative pronoun 'whom'.	Objective case.	en
NUM:count	Describe the count of continents on the planet Earth currently.	Seven.	en
NUM:count	Describe the count of hydrogen atoms in a single water molecule.	Two.	en
NUM:count	Describe the count of individual grains of sand in a teaspoon.	Millions.	en
NUM:count	Describe the count of individual keys on a standard modern flute instrument.	Sixteen.	en
NUM:count	Describe the count of rings on the official flag of the Olympics.	Five.	en
NUM:count	Describe the count of rings on the official Olympic flag symbol.	Five.	en
LOC:country	Describe the country formerly known as Siam.	Thailand.	en
LOC:country	Describe the country home to the Great Pyramids.	Egypt.	en
LOC:country	Describe the country in Southeast Asia that was formerly known as Siam.	Thailand.	en
LOC:country	Describe the country that has the longest coastline in the world.	Canada.	en
LOC:country	Describe the country that is home to the Great Pyramids of Giza in Africa.	Egypt.	en
LOC:country	Describe the country that is home to the Great Pyramids of Giza.	Egypt.	en
ENTY:currency	Describe the currency of Argentina that has faced many periods of inflation.	The Argentine Peso.	en
